SÕNAVORMID,MIN 1 SAGEDUS FOOKUSKORPUSES,,,,,,,,,,,,,,,,,,,
pärjatud,0.166279848,0.683439412,8.10E-06,5.40E-06,,kalevipoeg,-0.69810265,8.10E-06,1.31E-05,,juht,0.161241168,0.688016365,0.000907257,0.000873265,,soovitus,0.632157361,81.00511142,128.7226237
maakera,0.166066621,0.68363145,1.62E-05,1.22E-05,,kevad,-0.698183079,0.000105307,0.000170856,,kasvuhoonegaas,0.160794586,0.688426012,8.10E-06,1.18E-05,,häirima,0.632068112,48.60306685,77.47740757
silmatorkav,0.165791305,0.68387962,8.10E-06,5.41E-06,,rekord,-0.698886637,3.24E-05,5.26E-05,,tobe,0.160467259,0.688726686,8.10E-06,1.18E-05,,liivimaa,0.632061852,8.100511142,13.39813383
maarjamaa,0.165791305,0.68387962,8.10E-06,5.41E-06,,temaatika,-0.700656299,8.10E-06,1.32E-05,,rahastaja,0.160453848,0.688739013,8.10E-06,5.27E-06,,sõnutsi,0.631968949,8.100511142,13.40025044
liikleja,0.165613502,0.68404002,8.10E-06,1.21E-05,,parim,-0.700952368,0.000380724,0.000618896,,erastamine,0.16031384,0.688867736,8.10E-06,5.27E-06,,kiiresti,0.631388954,145.8092006,231.5178477
pealtnägija,0.165560293,0.68408804,1.62E-05,1.22E-05,,edetabel,-0.701351965,2.43E-05,3.95E-05,,helde,0.16031384,0.688867736,8.10E-06,5.27E-06,,ämber,0.631134049,8.100511142,13.41929992
tundunud,0.165541075,0.684105386,8.10E-06,1.21E-05,,arvukus,-0.702394835,8.10E-06,1.32E-05,,kuulamine,0.160145265,0.68902281,3.24E-05,2.63E-05,,kohanemine,0.630995113,8.100511142,13.42247484
allakäik,0.165466184,0.684172994,8.10E-06,5.41E-06,,kaitseministeerium,-0.703784157,8.10E-06,1.32E-05,,mängur,0.159894299,0.689253851,8.10E-06,5.28E-06,,hingama,0.63097578,24.30153343,39.09905644
looduskeskkond,0.165466184,0.684172994,8.10E-06,5.41E-06,,hääletamine,-0.704940904,8.10E-06,1.32E-05,,reguleeritud,0.15981338,0.689328391,8.10E-06,1.18E-05,,patt,0.630931907,16.20102228,26.26288225
kraam,0.165421601,0.68421325,4.05E-05,3.38E-05,,heitma,-0.705264627,4.05E-05,6.60E-05,,alljärgnev,0.159568442,0.689554153,8.10E-06,1.18E-05,,teade,0.630911863,89.10562256,141.8180825
tööstuslik,0.165323855,0.684301531,8.10E-06,1.21E-05,,kultuurkapital,-0.705403344,8.10E-06,1.32E-05,,ametlik,0.159288841,0.689812109,0.000113407,0.000101736,,kaupleja,0.630070437,8.100511142,13.44364092
jõudev,0.165303796,0.684319651,8.10E-06,5.41E-06,,täiskasvanud,-0.705788596,2.43E-05,3.96E-05,,salastama,0.158779059,0.690283104,8.10E-06,5.29E-06,,lugema,0.629750454,502.2316908,798.0969883
ametlik,0.165284651,0.684336947,0.000113407,0.000101736,,kogum,-0.705865635,8.10E-06,1.32E-05,,tarnimine,0.158779059,0.690283104,8.10E-06,5.29E-06,,osaühing,0.629148466,8.100511142,13.46480701
lask,0.165106727,0.684497743,8.10E-06,1.21E-05,,käsiraamat,-0.706096725,8.10E-06,1.32E-05,,nokia,0.15850872,0.690533229,8.10E-06,1.18E-05,,panema,0.628624351,907.2572479,1443.833066
inflatsioon,0.164962025,0.684628588,8.10E-06,1.21E-05,,kaia,-0.706212256,8.10E-06,1.32E-05,,intuitiivne,0.158501051,0.690540329,8.10E-06,5.29E-06,,big,0.628596578,8.100511142,13.47750667
viltu,0.164962025,0.684628588,8.10E-06,1.21E-05,,vili,-0.70644329,3.24E-05,5.29E-05,,aluspesu,0.158362167,0.690668928,8.10E-06,5.29E-06,,hammas,0.628457743,48.60306685,77.92824525
südamlik,0.164528166,0.685021305,8.10E-06,1.21E-05,,tapma,-0.706635791,4.86E-05,7.93E-05,,sulgema,0.158357642,0.690673119,5.67E-05,6.57E-05,,joonistus,0.62836691,8.100511142,13.48279819
ilmunud,0.1643581,0.685175408,8.10E-05,7.13E-05,,kestma,-0.707100648,0.000105307,0.000171915,,üle-eelmine,0.158223363,0.690797518,8.10E-06,5.29E-06,,suvaline,0.628306012,24.30153343,39.26944345
nimetus,0.16429197,0.685235356,4.05E-05,4.85E-05,,põhjalikumalt,-0.708174871,8.10E-06,1.32E-05,,hooliv,0.158183202,0.690834736,8.10E-06,1.18E-05,,kapsas,0.627770558,8.100511142,13.49655614
parempoolne,0.164279331,0.685246815,2.43E-05,1.92E-05,,annika,-0.708290236,8.10E-06,1.32E-05,,kasutuselevõtmine,0.157945995,0.691054672,8.10E-06,5.29E-06,,vi,0.62667257,8.100511142,13.52195545
võitlev,0.164008809,0.685492204,8.10E-06,5.42E-06,,james,-0.70950101,1.62E-05,2.65E-05,,kolledž,0.157893003,0.691103833,1.62E-05,2.12E-05,,lk,0.626467671,56.703578,91.10942668
vedamine,0.163517254,0.685938696,8.10E-06,1.21E-05,,tagumik,-0.711286488,8.10E-06,1.33E-05,,ilmunud,0.157333457,0.691623499,8.10E-05,7.13E-05,,valima,0.626077013,315.9199345,505.1996014
ärevus,0.163486531,0.685966629,3.24E-05,2.65E-05,,pikemalt,-0.711555079,2.43E-05,3.98E-05,,käimasolev,0.15680264,0.692117473,8.10E-06,1.17E-05,,jumal,0.626009585,153.9097117,246.4558145
juht,0.163462146,0.685988801,0.000907257,0.000873265,,haiglaravi,-0.713931842,8.10E-06,1.33E-05,,realiseeruma,0.156563949,0.692339912,8.10E-06,5.30E-06,,nimi,0.625828215,356.4224903,570.1191689
liikmeskond,0.163364056,0.68607801,8.10E-06,5.42E-06,,rass,-0.714046747,8.10E-06,1.33E-05,,laht,0.156559657,0.692343913,4.05E-05,4.81E-05,,james,0.625661574,16.20102228,26.4925343
füüsik,0.163042362,0.686370795,8.10E-06,5.42E-06,,väheke,-0.714621137,8.10E-06,1.33E-05,,annelinn,0.156426183,0.692468387,8.10E-06,5.30E-06,,keskaegne,0.625578416,8.100511142,13.54735476
saaga,0.162868441,0.686529227,8.10E-06,1.21E-05,,mürgine,-0.715080485,8.10E-06,1.33E-05,,saavutus,0.156312738,0.692574231,3.24E-05,3.92E-05,,kindel,0.625549829,251.1158454,402.030796
sun,0.162580346,0.686791881,8.10E-06,1.21E-05,,enesetunne,-0.715424899,1.62E-05,2.66E-05,,usund,0.156150889,0.692725311,8.10E-06,5.31E-06,,mälu,0.6254713,32.40204457,52.40300118
kirves,0.162364382,0.686988951,8.10E-06,1.21E-05,,tarnija,-0.715539686,8.10E-06,1.33E-05,,pettus,0.155807575,0.693046085,1.62E-05,2.12E-05,,ökosüsteem,0.625441915,8.100511142,13.55052967
veetmine,0.162243754,0.687099093,1.62E-05,1.22E-05,,solvama,-0.715769231,8.10E-06,1.33E-05,,lõpupoole,0.155738546,0.693110631,8.10E-06,5.31E-06,,imestama,0.625161574,32.40204457,52.42945879
veenduma,0.162134755,0.687198657,6.48E-05,7.47E-05,,kaasik,-0.718291827,8.10E-06,1.33E-05,,tänaseni,0.155602678,0.693237723,2.43E-05,1.92E-05,,viisakalt,0.62462416,8.100511142,13.56957915
juhtunu,0.161931914,0.687384044,3.24E-05,2.65E-05,,jaam,-0.718330014,2.43E-05,4.00E-05,,kasu,0.155522625,0.693312636,0.000194412,0.000179178,,kogemus,0.62456363,218.7138008,350.7876964
täiskoht,0.161920013,0.687394924,8.10E-06,5.43E-06,,edukas,-0.71884817,5.67E-05,9.33E-05,,tungiv,0.155464047,0.693367467,8.10E-06,5.31E-06,,edetabel,0.624498386,24.30153343,39.51497007
toomas,0.161906975,0.687406845,7.29E-05,6.38E-05,,aleksander,-0.719437005,1.62E-05,2.67E-05,,kraam,0.15541369,0.693414612,4.05E-05,3.38E-05,,algkool,0.624442727,8.100511142,13.57381237
ettekirjutus,0.161860827,0.687449045,8.10E-06,1.21E-05,,toimunu,-0.719894822,8.10E-06,1.33E-05,,hõlpsalt,0.155396068,0.693431113,1.62E-05,1.21E-05,,portree,0.624397386,8.100511142,13.57487067
tihti,0.161766995,0.68753487,0.00016201,0.00017725,,läbima,-0.720492308,7.29E-05,0.000120128,,kakssada,0.155326917,0.693495871,8.10E-06,5.31E-06,,stiil,0.624222959,64.80408914,104.4176046
ühiselamu,0.161760131,0.68754115,8.10E-06,5.43E-06,,käsikiri,-0.720924379,8.10E-06,1.34E-05,,rahaliselt,0.155307372,0.693514178,1.62E-05,1.21E-05,,kanal,0.623758634,56.703578,91.50946575
korraldatav,0.161545857,0.687737254,1.62E-05,1.22E-05,,värvus,-0.721038729,1.62E-05,2.67E-05,,küsitlus,0.155267571,0.693551461,3.24E-05,3.92E-05,,kampsun,0.623582358,8.100511142,13.59392015
heakskiit,0.161495309,0.687783538,2.43E-05,1.93E-05,,linnaosa,-0.721324564,3.24E-05,5.34E-05,,side,0.155198571,0.693616109,5.67E-05,6.56E-05,,tuttav,0.623376264,97.20613371,156.5390969
alus,0.161081571,0.688162687,0.000348322,0.000370301,,avaldama,-0.721670499,0.00015391,0.000253811,,analoogne,0.15504147,0.693763366,1.62E-05,1.21E-05,,siseturg,0.623220806,8.100511142,13.60238659
vastupanuvõime,0.160803212,0.688418093,8.10E-06,5.44E-06,,põhjustama,-0.723963003,8.10E-05,0.000133797,,kõneisik,0.154779189,0.694009401,8.10E-06,5.32E-06,,rekord,0.623211181,32.40204457,52.59667089
oskuslikult,0.160167522,0.68900233,8.10E-06,5.44E-06,,visuaalselt,-0.724465017,8.10E-06,1.34E-05,,toomas,0.15466988,0.694112011,7.29E-05,6.38E-05,,enesetunne,0.623190681,16.20102228,26.60153966
norm,0.16016246,0.689006988,4.86E-05,5.72E-05,,oskama,-0.724536719,0.000283518,0.000468476,,tsensuur,0.154505801,0.694266112,8.10E-06,5.32E-06,,täiskasvanud,0.622628042,24.30153343,39.63667508
kasu,0.159897551,0.689250857,0.000194412,0.000179178,,aktivist,-0.724693147,8.10E-06,1.34E-05,,toiduamet,0.154505801,0.694266112,8.10E-06,5.32E-06,,aleksander,0.621522542,16.20102228,26.67562097
protestija,0.159850352,0.689294331,8.10E-06,5.44E-06,,arnold,-0.725149299,8.10E-06,1.34E-05,,sammuma,0.154458402,0.694310647,8.10E-06,1.17E-05,,uks,0.62117984,153.9097117,248.3798119
jõuk,0.159691936,0.689440302,8.10E-06,5.45E-06,,avalikustamine,-0.725605307,8.10E-06,1.34E-05,,alustav,0.154245414,0.69451086,1.62E-05,1.21E-05,,seadusandlik,0.620970572,8.100511142,13.65530181
spontaanne,0.15937544,0.689732186,8.10E-06,5.45E-06,,liivimaa,-0.725947218,8.10E-06,1.34E-05,,epl,0.154232729,0.694522789,8.10E-06,5.32E-06,,värvus,0.620857784,16.20102228,26.70525349
järjepidev,0.159350635,0.689755076,8.10E-06,1.20E-05,,sõnutsi,-0.726175114,8.10E-06,1.34E-05,,taandama,0.153823715,0.694907736,8.10E-06,5.32E-06,,nägema,0.620814102,963.9608259,1553.347464
kaaluma,0.159323707,0.689779928,0.000113407,0.000101937,,kapten,-0.726554861,2.43E-05,4.02E-05,,kaaluma,0.153648805,0.695072534,0.000113407,0.000101937,,soovima,0.620564886,380.7240237,614.1234663
psüühika,0.15921736,0.689878098,8.10E-06,5.45E-06,,tõenäosus,-0.727291284,4.05E-05,6.71E-05,,kallis,0.153421473,0.695286886,0.000145809,0.000132758,,pikemalt,0.620205233,24.30153343,39.79542074
kiirendama,0.159155016,0.689935667,2.43E-05,3.06E-05,,nõusolek,-0.727617619,2.43E-05,4.02E-05,,kohtupraktika,0.153415411,0.695292605,8.10E-06,5.33E-06,,vili,0.620015848,32.40204457,52.87288834
metoodika,0.158931421,0.690142243,1.62E-05,2.15E-05,,ämber,-0.728224559,8.10E-06,1.34E-05,,postkontor,0.153411988,0.695295834,8.10E-06,1.17E-05,,ehmatama,0.619762189,8.100511142,13.68387603
vask,0.158921591,0.690151328,8.10E-06,1.20E-05,,kohanemine,-0.72856585,8.10E-06,1.34E-05,,avalduma,0.15330819,0.69539377,1.62E-05,2.11E-05,,vaidlustama,0.619271232,8.100511142,13.69551737
teadaolev,0.158564341,0.690481747,8.10E-06,1.20E-05,,kuri,-0.72865116,3.24E-05,5.37E-05,,pealiskaudne,0.152872111,0.695805638,8.10E-06,5.33E-06,,ppa,0.61918205,8.100511142,13.69763398
tugevasti,0.158492922,0.690547854,8.10E-06,1.20E-05,,pidevalt,-0.728755422,9.72E-05,0.000161091,,ärevus,0.152501161,0.696156527,3.24E-05,2.65E-05,,heitma,0.619097975,40.50255571,66.0371369
kallis,0.158389887,0.690643256,0.000145809,0.000132758,,muudetud,-0.729437672,2.43E-05,4.03E-05,,ennetus,0.152465464,0.69619032,8.10E-06,5.33E-06,,intsident,0.61891466,8.100511142,13.70398381
vidin,0.158360573,0.690670404,2.43E-05,1.93E-05,,kooskõla,-0.729513458,4.86E-05,8.06E-05,,pikemaajaline,0.151924368,0.696703105,8.10E-06,5.34E-06,,pannkook,0.618870118,8.100511142,13.70504211
aktiivselt,0.158267087,0.690757005,4.05E-05,4.84E-05,,suu,-0.7298797,7.29E-05,0.000120912,,eksitus,0.151789291,0.696831279,8.10E-06,5.34E-06,,laupäevane,0.618825581,8.100511142,13.70610042
optimeerima,0.157708002,0.69127553,8.10E-06,1.20E-05,,vaatamine,-0.730680056,4.05E-05,6.72E-05,,ükskord,0.151746066,0.696872308,3.24E-05,3.91E-05,,kevad,0.618580349,105.3066448,170.8558389
tähtsam,0.157496987,0.691471514,8.10E-05,7.15E-05,,kaupleja,-0.730839064,8.10E-06,1.34E-05,,parempoolne,0.151517046,0.69708981,2.43E-05,1.92E-05,,tihedus,0.618069447,8.100511142,13.72409159
lühiajaliselt,0.157172504,0.691773179,8.10E-06,5.46E-06,,universaalne,-0.730952631,1.62E-05,2.69E-05,,lükkama,0.151102853,0.697483653,0.000137709,0.00012513,,esimene,0.617668571,931.5587814,1508.80449
müsteerium,0.157015988,0.691918817,8.10E-06,5.46E-06,,osaühing,-0.733108702,8.10E-06,1.35E-05,,juhtunu,0.151102526,0.697483964,3.24E-05,2.65E-05,,tapma,0.617568713,48.60306685,79.31991555
nõustaja,0.156924347,0.692004128,8.10E-06,1.20E-05,,nägu,-0.734390887,0.000129608,0.000215628,,seedimine,0.151007751,0.69757417,8.10E-06,1.17E-05,,jaam,0.61737046,24.30153343,39.98274062
maavärin,0.156910459,0.692017059,1.62E-05,1.23E-05,,big,-0.734468773,8.10E-06,1.35E-05,,ilmar,0.150927864,0.697650231,8.10E-06,1.17E-05,,tõrje,0.617049377,8.100511142,13.74843259
õigusnorm,0.156782001,0.692136699,8.10E-06,1.20E-05,,joonistus,-0.735035091,8.10E-06,1.35E-05,,tähtsam,0.150906983,0.697670115,8.10E-05,7.15E-05,,universaalne,0.616758454,16.20102228,26.88939846
kartus,0.156519994,0.692380896,1.62E-05,1.23E-05,,varasemalt,-0.735676649,2.43E-05,4.05E-05,,võimsalt,0.150845946,0.697728249,8.10E-06,5.35E-06,,hää,0.616430112,8.100511142,13.76324886
ärihoone,0.156391035,0.692501176,8.10E-06,5.47E-06,,kapsas,-0.736506478,8.10E-06,1.35E-05,,ebaoluline,0.150442831,0.698112532,8.10E-06,5.35E-06,,sihtotstarve,0.616165093,8.100511142,13.76959868
lükkama,0.156103276,0.692769774,0.000137709,0.00012513,,kana,-0.736657305,2.43E-05,4.05E-05,,maakera,0.150215252,0.69832974,1.62E-05,1.22E-05,,kõrts,0.615900302,8.100511142,13.77594851
televaataja,0.156079224,0.692792238,8.10E-06,5.47E-06,,jätkama,-0.73767299,0.00015391,0.000256642,,reserveerima,0.15004042,0.698496734,8.10E-06,5.35E-06,,parim,0.615786786,380.7240237,618.8964191
tabamine,0.155923485,0.692937739,8.10E-06,5.47E-06,,kreeka,-0.737885955,4.05E-05,6.75E-05,,pealtnägija,0.149781065,0.698744668,1.62E-05,1.22E-05,,kestma,0.614790625,105.3066448,171.9152016
konsolideerima,0.155767857,0.693083222,8.10E-06,5.47E-06,,vaimne,-0.738024799,5.67E-05,9.46E-05,,tualett,0.149651916,0.698868222,8.10E-06,1.17E-05,,põrgu,0.614711552,8.100511142,13.80452273
kodeerima,0.155767857,0.693083222,8.10E-06,5.47E-06,,väljakutse,-0.738880169,5.67E-05,9.46E-05,,heakskiit,0.149055179,0.699439903,2.43E-05,1.93E-05,,kapten,0.613945989,24.30153343,40.21133437
õhkkond,0.15571469,0.693132942,2.43E-05,1.94E-05,,vi,-0.739218949,8.10E-06,1.35E-05,,mõistatus,0.149015525,0.699477939,8.10E-06,1.16E-05,,linnaosa,0.613770223,32.40204457,53.42109002
püstitatud,0.155546588,0.693290209,1.62E-05,1.23E-05,,kiirelt,-0.741104983,5.67E-05,9.48E-05,,kannataja,0.148970759,0.699520884,8.10E-06,5.36E-06,,karvane,0.613702527,8.100511142,13.82886373
viktoria,0.155301636,0.693519551,8.10E-06,5.48E-06,,lõuna-eesti,-0.741362711,1.62E-05,2.71E-05,,meediakanal,0.148970759,0.699520884,8.10E-06,5.36E-06,,puhtam,0.613527382,8.100511142,13.83309695
kontsentratsioon,0.155218962,0.693597003,8.10E-06,1.20E-05,,keskaegne,-0.74192633,8.10E-06,1.35E-05,,selgitus,0.148919693,0.699569883,4.86E-05,5.67E-05,,nõusolek,0.613504855,24.30153343,40.2409669
üllatavalt,0.155188826,0.693625241,2.43E-05,1.94E-05,,jama,-0.74195853,5.67E-05,9.48E-05,,lääne-viru,0.148570922,0.699904794,8.10E-06,5.37E-06,,muudetud,0.6127501,24.30153343,40.29176551
meesterahvas,0.155148036,0.693663469,8.10E-06,1.20E-05,,ökosüsteem,-0.742264395,8.10E-06,1.36E-05,,ingliskeelne,0.148480058,0.699992122,1.62E-05,2.10E-05,,lõuna-eesti,0.612482012,16.20102228,27.08412647
sobivam,0.155006215,0.693796423,8.10E-06,1.20E-05,,summa,-0.743472588,8.91E-05,0.000149181,,käsklus,0.148437799,0.700032746,8.10E-06,5.37E-06,,edukas,0.611742538,56.703578,93.32657442
krohv,0.154836409,0.693955705,8.10E-06,5.48E-06,,ühendamine,-0.744234868,1.62E-05,2.71E-05,,julmalt,0.148304753,0.700160689,8.10E-06,5.37E-06,,kinnipidamine,0.611476897,8.100511142,13.88283725
väikeettevõte,0.15452681,0.694246376,8.10E-06,5.48E-06,,viisakalt,-0.744291127,8.10E-06,1.36E-05,,kummitus,0.147906083,0.700544466,8.10E-06,5.37E-06,,ühendamine,0.61130717,16.20102228,27.13809999
siil,0.154439355,0.694328545,8.10E-06,1.20E-05,,valmimine,-0.744572393,1.62E-05,2.71E-05,,jäljendama,0.147375609,0.701056043,8.10E-06,5.38E-06,,loovutama,0.611172678,8.100511142,13.89024539
säilitamine,0.153916117,0.694820719,4.05E-05,4.83E-05,,algkool,-0.744741126,8.10E-06,1.36E-05,,keskklass,0.147110837,0.701311778,8.10E-06,5.38E-06,,valmimine,0.61116925,16.20102228,27.14444982
liigselt,0.15390081,0.694835132,1.62E-05,1.23E-05,,portree,-0.744853603,8.10E-06,1.36E-05,,veetmine,0.146934384,0.701482356,1.62E-05,1.22E-05,,sedasi,0.610939521,16.20102228,27.15503286
eksperimentaalne,0.153754738,0.694972713,8.10E-06,5.49E-06,,sedasi,-0.745134759,1.62E-05,2.72E-05,,business,0.146717485,0.701692193,8.10E-06,1.16E-05,,kuri,0.610717994,32.40204457,53.69307426
hm,0.153754738,0.694972713,8.10E-06,5.49E-06,,kampsun,-0.746876704,8.10E-06,1.36E-05,,panus,0.146479549,0.701922587,0.000113407,0.000102198,,skulptuur,0.610608501,8.100511142,13.90400334
sent,0.153751684,0.69497559,2.43E-05,3.05E-05,,füüsiliselt,-0.74693286,1.62E-05,2.72E-05,,korraldatav,0.146334764,0.702062888,1.62E-05,1.22E-05,,noogutama,0.610218527,8.100511142,13.91352808
sissekanne,0.153661028,0.695061015,8.10E-06,1.20E-05,,siseturg,-0.747774949,8.10E-06,1.36E-05,,vunts,0.14631838,0.70207877,8.10E-06,5.38E-06,,füüsiliselt,0.610205547,16.20102228,27.18889861
katkemine,0.153600653,0.695117922,8.10E-06,5.49E-06,,mark,-0.748784808,3.24E-05,5.44E-05,,vidin,0.146279915,0.70211606,2.43E-05,1.93E-05,,varasemalt,0.610169731,24.30153343,40.46638574
hai,0.153292813,0.695408281,8.10E-06,5.49E-06,,õpetama,-0.748964264,8.10E-05,0.000136136,,pühapaik,0.146186574,0.702206571,8.10E-06,5.38E-06,,läbima,0.610135714,72.90460028,120.1281336
paljunema,0.153139058,0.695553431,8.10E-06,5.49E-06,,börs,-0.749625817,1.62E-05,2.72E-05,,peaauhind,0.146186574,0.702206571,8.10E-06,5.38E-06,,allergia,0.610045365,8.100511142,13.9177613
taldrik,0.152521517,0.696137259,1.62E-05,2.13E-05,,jahimees,-0.751362351,1.62E-05,2.73E-05,,linnatänav,0.146186574,0.702206571,8.10E-06,5.38E-06,,matkarada,0.609872302,8.100511142,13.92199452
panus,0.151755563,0.696863293,0.000113407,0.000102198,,seadusandlik,-0.753376351,8.10E-06,1.37E-05,,louis,0.145376849,0.702993148,8.10E-06,1.16E-05,,tõenäosus,0.609855394,40.50255571,67.05310913
raskesti,0.151692155,0.696923491,1.62E-05,1.23E-05,,juhuslikult,-0.755666653,1.62E-05,2.74E-05,,tõeline,0.144908205,0.70344954,0.000113407,0.00012534,,kana,0.609765108,24.30153343,40.49390165
kantselei,0.151474481,0.697130255,8.10E-06,1.19E-05,,suurus,-0.756224713,0.000145809,0.000246281,,teler,0.14490149,0.703456085,1.62E-05,2.10E-05,,toidupood,0.609483267,8.100511142,13.93151926
manipuleerimine,0.151454968,0.697148799,8.10E-06,5.50E-06,,ehmatama,-0.756392089,8.10E-06,1.37E-05,,tohutu,0.144838112,0.703517873,4.05E-05,4.78E-05,,pehmem,0.609224187,8.100511142,13.93786908
ilmselgelt,0.151430238,0.697172302,5.67E-05,4.90E-05,,ehitaja,-0.756447876,1.62E-05,2.74E-05,,tõhusus,0.144782835,0.703571775,1.62E-05,2.10E-05,,börs,0.609107886,16.20102228,27.23969722
žürii,0.151195559,0.697395447,2.43E-05,3.04E-05,,allikas,-0.756559445,6.48E-05,0.000109484,,õppehoone,0.144741804,0.703611794,8.10E-06,5.40E-06,,ebatavaline,0.608448265,8.100511142,13.95691856
sulgema,0.150989833,0.697591228,5.67E-05,6.57E-05,,laskma,-0.757184974,0.000299719,0.000506582,,tagastama,0.144605165,0.703745107,2.43E-05,3.00E-05,,vaatamine,0.608445552,40.50255571,67.21079649
puruks,0.150833506,0.6977401,1.62E-05,1.23E-05,,vaidlustama,-0.757618918,8.10E-06,1.37E-05,,viimine,0.14460493,0.703745337,1.62E-05,2.10E-05,,jahimees,0.608401077,16.20102228,27.27250465
karja,0.15039014,0.698162805,8.10E-06,5.51E-06,,ppa,-0.757841865,8.10E-06,1.37E-05,,pahandama,0.144511943,0.703836102,8.10E-06,1.16E-05,,põhjustama,0.60835919,81.00511142,133.7971934
purunenud,0.150238456,0.698307585,8.10E-06,5.51E-06,,intsident,-0.758510502,8.10E-06,1.37E-05,,ilmselgelt,0.144012647,0.704324041,5.67E-05,4.90E-05,,kõver,0.608233081,8.100511142,13.96221009
ankeet,0.150139415,0.698402164,8.10E-06,1.19E-05,,pannkook,-0.758621911,8.10E-06,1.37E-05,,pärjatud,0.143957672,0.704377825,8.10E-06,5.40E-06,,kooskõla,0.607971885,48.60306685,80.58776424
allkirjastama,0.149600558,0.698917372,1.62E-05,2.13E-05,,laupäevane,-0.758733312,8.10E-06,1.37E-05,,õhkkond,0.143934727,0.704400277,2.43E-05,1.94E-05,,avaldama,0.607939584,153.9097117,253.8110301
laitmatu,0.149330627,0.699175857,8.10E-06,5.52E-06,,hinnang,-0.759881095,0.000105307,0.000178321,,arendaja,0.143609239,0.704718982,2.43E-05,3.00E-05,,hukkunud,0.606773862,8.100511142,13.99819244
ilmumine,0.148964006,0.699527363,2.43E-05,1.95E-05,,tihedus,-0.760625809,8.10E-06,1.37E-05,,silmatorkav,0.143566643,0.70476072,8.10E-06,5.41E-06,,juhuslikult,0.606652531,16.20102228,27.35399409
eriarvamus,0.14872757,0.699754316,8.10E-06,5.52E-06,,toru,-0.761376554,3.24E-05,5.49E-05,,maarjamaa,0.143566643,0.70476072,8.10E-06,5.41E-06,,vaimselt,0.606559861,8.100511142,14.00348396
kohtuvaidlus,0.14872757,0.699754316,8.10E-06,5.52E-06,,olemine,-0.763182302,4.86E-05,8.25E-05,,üllatavalt,0.143468327,0.704857084,2.43E-05,1.94E-05,,ehitaja,0.606335693,16.20102228,27.36881035
postimees,0.148717643,0.699763849,8.91E-05,7.93E-05,,tõrje,-0.763182302,8.10E-06,1.37E-05,,allakäik,0.14330634,0.705015939,8.10E-06,5.41E-06,,suu,0.606211004,72.90460028,120.9123372
mõtleja,0.148426688,0.700043429,8.10E-06,5.52E-06,,elektrooniline,-0.763210065,3.24E-05,5.50E-05,,looduskeskkond,0.14330634,0.705015939,8.10E-06,5.41E-06,,oskama,0.606032309,283.51789,468.4764384
laht,0.14809228,0.700365151,4.05E-05,4.81E-05,,sein,-0.76358944,9.72E-05,0.000165028,,jõudev,0.143176303,0.705143535,8.10E-06,5.41E-06,,lilla,0.605961461,8.100511142,14.01830022
side,0.148045103,0.700410572,5.67E-05,6.56E-05,,vorm,-0.763981665,0.000121508,0.000206341,,postimees,0.142949463,0.705366277,8.91E-05,7.93E-05,,pidevalt,0.605870875,97.20613371,161.0908641
käsitlus,0.148011243,0.700443177,1.62E-05,2.12E-05,,hää,-0.764736213,8.10E-06,1.38E-05,,ligikaudu,0.142811962,0.705501391,4.05E-05,4.77E-05,,kreeka,0.60545832,40.50255571,67.54733729
vastamisi,0.147668348,0.700773601,3.24E-05,2.67E-05,,vt,-0.76520206,4.05E-05,6.88E-05,,kaugemale,0.142792117,0.705520897,3.24E-05,3.89E-05,,arutlus,0.605279019,8.100511142,14.03523309
paraad,0.147550707,0.700887066,8.10E-06,1.19E-05,,sihtotstarve,-0.765401662,8.10E-06,1.38E-05,,olga,0.142788198,0.705524751,8.10E-06,1.16E-05,,ahel,0.604385644,8.100511142,14.05745748
rahuleping,0.147227461,0.701199102,8.10E-06,5.53E-06,,pähkel,-0.765845125,1.62E-05,2.75E-05,,maavärin,0.142346821,0.705959012,1.62E-05,1.23E-05,,import,0.604215777,8.100511142,14.0616907
õrnem,0.14707804,0.701343474,8.10E-06,5.53E-06,,lühem,-0.765882074,2.43E-05,4.13E-05,,raamatupidaja,0.142319492,0.705985926,8.10E-06,1.16E-05,,eelkäija,0.604088438,8.100511142,14.06486561
tsoon,0.147069079,0.701352135,2.43E-05,1.95E-05,,eri,-0.766000305,8.10E-05,0.000137753,,võitlev,0.142138763,0.706163983,8.10E-06,5.42E-06,,vaimne,0.603749437,56.703578,94.57537363
saavutus,0.146957283,0.701460212,3.24E-05,3.92E-05,,kõrts,-0.766066805,8.10E-06,1.38E-05,,kartus,0.142010472,0.706290456,1.62E-05,1.23E-05,,väljakutse,0.603395323,56.703578,94.63146376
suurusjärk,0.146853601,0.701560487,8.10E-06,1.19E-05,,tervitama,-0.766288452,2.43E-05,4.13E-05,,kõrgeim,0.141981379,0.706319145,4.05E-05,4.77E-05,,armeenia,0.602944805,8.100511142,14.09343983
hullus,0.146481429,0.701920767,8.10E-06,5.54E-06,,põrgu,-0.76905616,8.10E-06,1.38E-05,,juurvili,0.141695491,0.706601249,8.10E-06,1.15E-05,,nägu,0.602913279,129.6081783,215.6284653
väin,0.146296701,0.702099786,8.10E-06,1.18E-05,,grupp,-0.769222053,9.72E-05,0.000165673,,liikmeskond,0.141621825,0.706673993,8.10E-06,5.42E-06,,pähkel,0.60253695,16.20102228,27.5476638
